Constituency_Num,Constituency_Name,Serial_Num,Candidate_Name,Party_Name,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percent,Total_Rounds,Current_Round,State,District,Constituency_Category,Coalition,Election_Year
56,Samserganj,5,Rabiul Hoque,Socialist Unity Centre Of India (COMMUNIST),322,0,322,0.21,20,20,West Bengal,Murshidabad,General,,2026
56,Samserganj,6,Anup Bhaskar,Independent,158,0,158,0.1,20,20,West Bengal,Murshidabad,General,,2026
56,Samserganj,7,Abdul Hai,Independent,245,1,246,0.16,20,20,West Bengal,Murshidabad,General,,2026
56,Samserganj,8,Md. Nazim Sk,Independent,458,0,458,0.29,20,20,West Bengal,Murshidabad,General,,2026
56,Samserganj,9,Md. Selim Ansari,Independent,489,1,490,0.32,20,20,West Bengal,Murshidabad,General,,2026
56,Samserganj,10,Motajul Islam,Independent,830,0,830,0.53,20,20,West Bengal,Murshidabad,General,,2026
56,Samserganj,11,Nota,None of the Above,1651,3,1654,1.06,20,20,West Bengal,Murshidabad,General,,2026
57,Suti,1,Alfajuddin Biswas,Indian National Congress,61228,116,61344,27.78,21,21,West Bengal,Murshidabad,General,Left–Congress alliance,2026
57,Suti,2,Emani Biswas,All India Trinamool Congress,81072,258,81330,36.83,21,21,West Bengal,Murshidabad,General,,2026
57,Suti,3,Mahabir Ghosh,Bharatiya Janata Party,68712,261,68973,31.23,21,21,West Bengal,Murshidabad,General,,2026
57,Suti,4,Anup Kumar Singha,Socialist Unity Centre Of India (COMMUNIST),803,1,804,0.36,21,21,West Bengal,Murshidabad,General,,2026
57,Suti,5,Md Zaid,All India Majlis-E-Ittehadul Muslimeen,2561,4,2565,1.16,21,21,West Bengal,Murshidabad,General,,2026
57,Suti,6,Rajib Chatterjee,Bhartiya Lokmat Rashtrawadi Party,132,1,133,0.06,21,21,West Bengal,Murshidabad,General,,2026
57,Suti,7,A. K. M Hasanujjaman,Revolutionary Socialist Party,961,7,968,0.44,21,21,West Bengal,Murshidabad,General,Left–Congress alliance,2026
57,Suti,8,Kausik Das,Independent,422,1,423,0.19,21,21,West Bengal,Murshidabad,General,,2026
57,Suti,9,Badirul Islam,Independent,1364,1,1365,0.62,21,21,West Bengal,Murshidabad,General,,2026
57,Suti,10,Md Sanaul Hoque,Independent,1211,1,1212,0.55,21,21,West Bengal,Murshidabad,General,,2026
57,Suti,11,Nota,None of the Above,1731,4,1735,0.79,21,21,West Bengal,Murshidabad,General,,2026
58,Jangipur,1,Aloke Kumar Das,Communist Party of India (Marxist),3962,45,4007,1.88,21,21,West Bengal,Murshidabad,General,Left–Congress alliance,2026
58,Jangipur,2,Chitta Mukherjee,Bharatiya Janata Party,90481,720,91201,42.9,21,21,West Bengal,Murshidabad,General,,2026
58,Jangipur,3,Jakir Hossain,All India Trinamool Congress,80356,303,80659,37.94,21,21,West Bengal,Murshidabad,General,,2026
58,Jangipur,4,Mohammad Imran Ali,Indian National Congress,31107,121,31228,14.69,21,21,West Bengal,Murshidabad,General,Left–Congress alliance,2026
58,Jangipur,5,Prabir Halder,Bhartiya Lokmat Rashtrawadi Party,302,1,303,0.14,21,21,West Bengal,Murshidabad,General,,2026
58,Jangipur,6,Bapi Sk,Bharatiya Nyay-Adhikar Raksha Party,244,1,245,0.12,21,21,West Bengal,Murshidabad,General,,2026
58,Jangipur,7,Md Hasanuzzaman,Aam Janata Unnayan party,881,1,882,0.41,21,21,West Bengal,Murshidabad,General,,2026
58,Jangipur,8,Mirza Nashir Uddin,Socialist Unity Centre Of India (COMMUNIST),1809,4,1813,0.85,21,21,West Bengal,Murshidabad,General,,2026
58,Jangipur,9,Soma Saha Das,Independent,1123,2,1125,0.53,21,21,West Bengal,Murshidabad,General,,2026
58,Jangipur,10,Nota,None of the Above,1137,6,1143,0.54,21,21,West Bengal,Murshidabad,General,,2026
59,Raghunathganj,1,Akhruzzaman,All India Trinamool Congress,88679,230,88909,45.65,21,21,West Bengal,Murshidabad,General,,2026
59,Raghunathganj,2,Abul Hasnat,Communist Party of India (Marxist),12944,41,12985,6.67,21,21,West Bengal,Murshidabad,General,Left–Congress alliance,2026
59,Raghunathganj,3,Nasir Saikh,Indian National Congress,48248,106,48354,24.83,21,21,West Bengal,Murshidabad,General,Left–Congress alliance,2026
59,Raghunathganj,4,Surojit Poddar,Bharatiya Janata Party,35036,148,35184,18.06,21,21,West Bengal,Murshidabad,General,,2026
59,Raghunathganj,5,Md Imran Solanki,All India Majlis-E-Ittehadul Muslimeen,5883,2,5885,3.02,21,21,West Bengal,Murshidabad,General,,2026
59,Raghunathganj,6,Rabiul Alam,Socialist Unity Centre Of India (COMMUNIST),477,3,480,0.25,21,21,West Bengal,Murshidabad,General,,2026
59,Raghunathganj,7,Senjarul Islam,Bharatiya Nyay-Adhikar Raksha Party,539,0,539,0.28,21,21,West Bengal,Murshidabad,General,,2026
59,Raghunathganj,8,Rejaul Karim,Independent,476,0,476,0.24,21,21,West Bengal,Murshidabad,General,,2026
59,Raghunathganj,9,Nota,None of the Above,1952,1,1953,1,21,21,West Bengal,Murshidabad,General,,2026
60,Sagardighi,1,Tapas Kumar Chakraborty,Bharatiya Janata Party,56250,271,56521,27.22,19,19,West Bengal,Murshidabad,General,,2026
60,Sagardighi,2,Bayron Biswas,All India Trinamool Congress,90455,326,90781,43.72,19,19,West Bengal,Murshidabad,General,,2026
60,Sagardighi,3,Manoj Chakraborty,Indian National Congress,10291,57,10348,4.98,19,19,West Bengal,Murshidabad,General,Left–Congress alliance,2026
60,Sagardighi,4,Dhananjay Banerjee,Amra Bangalee,747,1,748,0.36,19,19,West Bengal,Murshidabad,General,,2026
60,Sagardighi,5,Masiur Rahaman,Social Democratic Party Of India,42389,106,42495,20.46,19,19,West Bengal,Murshidabad,General,,2026
60,Sagardighi,6,Mirza Lutful Hoque,Socialist Unity Centre Of India (COMMUNIST),513,2,515,0.25,19,19,West Bengal,Murshidabad,General,,2026
60,Sagardighi,7,Shibati Mummu,Mulnibasi Party of India,1858,3,1861,0.9,19,19,West Bengal,Murshidabad,General,,2026
60,Sagardighi,8,Kishor Mondal,Independent,347,0,347,0.17,19,19,West Bengal,Murshidabad,General,,2026
60,Sagardighi,9,Golam Kibria,Independent,840,0,840,0.4,19,19,West Bengal,Murshidabad,General,,2026
60,Sagardighi,10,Joges Marjit,Independent,1266,0,1266,0.61,19,19,West Bengal,Murshidabad,General,,2026
60,Sagardighi,11,Nota,None of the Above,1929,9,1938,0.93,19,19,West Bengal,Murshidabad,General,,2026
61,Lalgola,1,Amar Kumar Das,Bharatiya Janata Party,35365,131,35496,19.7,20,20,West Bengal,Murshidabad,General,,2026
61,Lalgola,2,Abdul Aziz Doctor,All India Trinamool Congress,67750,204,67954,37.72,20,20,West Bengal,Murshidabad,General,,2026
61,Lalgola,3,Touhidur Rahaman Suman,Indian National Congress,48844,150,48994,27.19,20,20,West Bengal,Murshidabad,General,Left–Congress alliance,2026
61,Lalgola,4,Babluzzaman Md,Communist Party of India (Marxist),21834,98,21932,12.17,20,20,West Bengal,Murshidabad,General,Left–Congress alliance,2026
61,Lalgola,5,Md Tarik Aziz,All India Majlis-E-Ittehadul Muslimeen,2316,3,2319,1.29,20,20,West Bengal,Murshidabad,General,,2026
61,Lalgola,6,Muntasir Zamil,Socialist Unity Centre Of India (COMMUNIST),223,0,223,0.12,20,20,West Bengal,Murshidabad,General,,2026
61,Lalgola,7,Mousumi Khatun,Bharatiya Nyay-Adhikar Raksha Party,306,3,309,0.17,20,20,West Bengal,Murshidabad,General,,2026
61,Lalgola,8,Zinnatun Nesha,Independent,957,0,957,0.53,20,20,West Bengal,Murshidabad,General,,2026
61,Lalgola,9,Md Fihian Ali,Independent,938,1,939,0.52,20,20,West Bengal,Murshidabad,General,,2026
61,Lalgola,10,Nota,None of the Above,1040,4,1044,0.58,20,20,West Bengal,Murshidabad,General,,2026
62,Bhagawangola,1,Anju Begam,Indian National Congress,29396,44,29440,13.49,21,21,West Bengal,Murshidabad,General,Left–Congress alliance,2026
62,Bhagawangola,2,Bhaskar Sarkar,Bharatiya Janata Party,23046,58,23104,10.59,21,21,West Bengal,Murshidabad,General,,2026
62,Bhagawangola,3,Mahamudal Hasan,Communist Party of India (Marxist),49501,89,49590,22.73,21,21,West Bengal,Murshidabad,General,Left–Congress alliance,2026
62,Bhagawangola,4,Reyat Hossain Sarkar,All India Trinamool Congress,105747,250,105997,48.57,21,21,West Bengal,Murshidabad,General,,2026
62,Bhagawangola,5,Omar Khayyam (Ziko),Socialist Unity Centre Of India (COMMUNIST),1422,1,1423,0.65,21,21,West Bengal,Murshidabad,General,,2026
62,Bhagawangola,6,Md. Nurul Islam,Vikas India Party,479,0,479,0.22,21,21,West Bengal,Murshidabad,General,,2026
62,Bhagawangola,7,Humayun Kabir,Aam Janata Unnayan party,5961,4,5965,2.73,21,21,West Bengal,Murshidabad,General,,2026
62,Bhagawangola,8,Emon Sayed,Independent,613,3,616,0.28,21,21,West Bengal,Murshidabad,General,,2026
62,Bhagawangola,9,Md. Akramul Hoque,Independent,516,1,517,0.24,21,21,West Bengal,Murshidabad,General,,2026
62,Bhagawangola,10,Nota,None of the Above,1081,4,1085,0.5,21,21,West Bengal,Murshidabad,General,,2026
63,Raninagar,1,Abdul Soumik Hossain,All India Trinamool Congress,76560,162,76722,32.34,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,2,Jamal Hossain,Communist Party of India (Marxist),48482,105,48587,20.48,16,16,West Bengal,Murshidabad,General,Left–Congress alliance,2026
63,Raninagar,3,Julfikar Ali,Indian National Congress,79240,183,79423,33.48,16,16,West Bengal,Murshidabad,General,Left–Congress alliance,2026
63,Raninagar,4,Ranapratap Singha Roy,Bharatiya Janata Party,22643,85,22728,9.58,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,5,Yasser Haidar,Aam Janata Unnayan party,2562,4,2566,1.08,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,6,Shyamal Krishna Mondal,Socialist Unity Centre Of India (COMMUNIST),666,3,669,0.28,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,7,Anoyar Hossain,Independent,144,0,144,0.06,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,8,Abdul Alim Sk,Independent,95,0,95,0.04,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,9,Khalid Hossain,Independent,184,0,184,0.08,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,10,Julfikar Ali,Independent,355,1,356,0.15,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,11,Julfikkar Ali,Independent,451,3,454,0.19,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,12,Mst Masuara Khatun,Independent,773,0,773,0.33,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,13,Mostofa Monjur Elahi,Independent,1190,0,1190,0.5,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,14,Sumit Nath,Independent,1071,0,1071,0.45,16,16,West Bengal,Murshidabad,General,,2026
63,Raninagar,15,Nota,None of the Above,2232,8,2240,0.94,16,16,West Bengal,Murshidabad,General,,2026
64,Murshidabad,1,Abdul Mannan,All India Forward Bloc,9045,29,9074,3.82,23,23,West Bengal,Murshidabad,General,Left–Congress alliance,2026
64,Murshidabad,2,Ali Siddique,Indian National Congress,16098,26,16124,6.79,23,23,West Bengal,Murshidabad,General,Left–Congress alliance,2026
64,Murshidabad,3,Gouri Sankar Ghosh,Bharatiya Janata Party,113803,640,114443,48.18,23,23,West Bengal,Murshidabad,General,,2026
64,Murshidabad,4,Prallad Mahato,Bahujan Samaj Party,1372,4,1376,0.58,23,23,West Bengal,Murshidabad,General,,2026
64,Murshidabad,5,Shaoni Singha Roy,All India Trinamool Congress,82709,213,82922,34.91,23,23,West Bengal,Murshidabad,General,,2026
64,Murshidabad,6,Milia Sajem,Socialist Unity Centre Of India (COMMUNIST),2246,1,2247,0.95,23,23,West Bengal,Murshidabad,General,,2026
64,Murshidabad,7,Mir Hasnat Ali,Aam Janata Unnayan party,7896,3,7899,3.33,23,23,West Bengal,Murshidabad,General,,2026
64,Murshidabad,8,Champa Bibi,Independent,1557,2,1559,0.66,23,23,West Bengal,Murshidabad,General,,2026
64,Murshidabad,9,Sahabuddin Sk,Independent,448,0,448,0.19,23,23,West Bengal,Murshidabad,General,,2026
64,Murshidabad,10,Nota,None of the Above,1437,5,1442,0.61,23,23,West Bengal,Murshidabad,General,,2026
65,Nabagram,1,Dilip Saha,Bharatiya Janata Party,78231,508,78739,35.54,25,25,West Bengal,Murshidabad,SC,,2026
65,Nabagram,2,Purnima Das,Communist Party of India (Marxist),12984,73,13057,5.89,25,25,West Bengal,Murshidabad,SC,Left–Congress alliance,2026
65,Nabagram,3,Pronab Chandra Das,All India Trinamool Congress,72492,328,72820,32.86,25,25,West Bengal,Murshidabad,SC,,2026
65,Nabagram,4,Hiru Haldar,Indian National Congress,50013,131,50144,22.63,25,25,West Bengal,Murshidabad,SC,Left–Congress alliance,2026
65,Nabagram,5,Golak Mandal,Aam Janata Unnayan party,2837,1,2838,1.28,25,25,West Bengal,Murshidabad,SC,,2026
65,Nabagram,6,Barun Mandal,Socialist Unity Centre Of India (COMMUNIST),1369,6,1375,0.62,25,25,West Bengal,Murshidabad,SC,,2026
65,Nabagram,7,Rakhi Choudury (Mandal),Independent,723,1,724,0.33,25,25,West Bengal,Murshidabad,SC,,2026
65,Nabagram,8,Nota,None of the Above,1873,10,1883,0.85,25,25,West Bengal,Murshidabad,SC,,2026
66,Khargram,1,Ashis Marjit,All India Trinamool Congress,68107,308,68415,33.46,15,15,West Bengal,Murshidabad,SC,,2026
66,Khargram,2,Dhrubajoti Saha,Communist Party of India (Marxist),41770,174,41944,20.51,15,15,West Bengal,Murshidabad,SC,Left–Congress alliance,2026
66,Khargram,3,Mander Kanti Mondal,Indian National Congress,10955,54,11009,5.38,15,15,West Bengal,Murshidabad,SC,Left–Congress alliance,2026
66,Khargram,4,Mitali Mal,Bharatiya Janata Party,77367,381,77748,38.02,15,15,West Bengal,Murshidabad,SC,,2026
66,Khargram,5,Saileswar Mondal,Bahujan Samaj Party,687,0,687,0.34,15,15,West Bengal,Murshidabad,SC,,2026
66,Khargram,6,Jadab Das,Aam Janata Unnayan party,875,1,876,0.43,15,15,West Bengal,Murshidabad,SC,,2026
66,Khargram,7,Bhuban Mohan Saha,Independent,676,1,677,0.33,15,15,West Bengal,Murshidabad,SC,,2026
66,Khargram,8,Manik Kumar Das,Independent,613,0,613,0.3,15,15,West Bengal,Murshidabad,SC,,2026
66,Khargram,9,Rajen Mehana,Independent,629,0,629,0.31,15,15,West Bengal,Murshidabad,SC,,2026
66,Khargram,10,Nota,None of the Above,1874,5,1879,0.92,15,15,West Bengal,Murshidabad,SC,,2026
67,Burwan,1,Protima Rajak,All India Trinamool Congress,69005,356,69361,36.72,13,13,West Bengal,Murshidabad,SC,,2026
67,Burwan,2,Prosenjit Hazra,Bahujan Samaj Party,770,3,773,0.41,13,13,West Bengal,Murshidabad,SC,,2026
67,Burwan,3,Sanjit Das,Indian National Congress,18354,86,18440,9.76,13,13,West Bengal,Murshidabad,SC,Left–Congress alliance,2026
67,Burwan,4,Sukhen Kumar Bagdi,Bharatiya Janata Party,91128,533,91661,48.52,13,13,West Bengal,Murshidabad,SC,,2026
67,Burwan,5,Ananda Das Bagdi,Revolutionary Socialist Party,2628,19,2647,1.4,13,13,West Bengal,Murshidabad,SC,Left–Congress alliance,2026
67,Burwan,6,Shasthi Charan Mal,Aam Janata Unnayan party,730,1,731,0.39,13,13,West Bengal,Murshidabad,SC,,2026
67,Burwan,7,Rakesh Bagdi,Independent,1274,1,1275,0.67,13,13,West Bengal,Murshidabad,SC,,2026
67,Burwan,8,Radhikanath Bagdi,Independent,658,0,658,0.35,13,13,West Bengal,Murshidabad,SC,,2026
67,Burwan,9,Sunita Konai,Independent,869,2,871,0.46,13,13,West Bengal,Murshidabad,SC,,2026
67,Burwan,10,Nota,None of the Above,2487,13,2500,1.32,13,13,West Bengal,Murshidabad,SC,,2026
68,Kandi,1,Apurba Sarkar (David),All India Trinamool Congress,62490,530,63020,31.6,14,14,West Bengal,Murshidabad,General,,2026
68,Kandi,2,Gargi Das Ghosh,Bharatiya Janata Party,72590,765,73355,36.78,14,14,West Bengal,Murshidabad,General,,2026
68,Kandi,3,Pratap Das,Bahujan Samaj Party,516,0,516,0.26,14,14,West Bengal,Murshidabad,General,,2026
68,Kandi,4,Shamim Rana,Indian National Congress,31009,151,31160,15.62,14,14,West Bengal,Murshidabad,General,Left–Congress alliance,2026
68,Kandi,5,Mesbahul Islam Khan,All India Majlis-E-Ittehadul Muslimeen,22946,30,22976,11.52,14,14,West Bengal,Murshidabad,General,,2026
68,Kandi,6,Rejaul Karim,Communist Party of India,1509,21,1530,0.77,14,14,West Bengal,Murshidabad,General,Left–Congress alliance,2026
68,Kandi,7,Srikanta Das,Socialist Unity Centre Of India (COMMUNIST),234,3,237,0.12,14,14,West Bengal,Murshidabad,General,,2026
68,Kandi,8,Sakshi Gopal Deb,Amra Bangalee,108,4,112,0.06,14,14,West Bengal,Murshidabad,General,,2026
68,Kandi,9,Abhijit Halder,Independent,153,0,153,0.08,14,14,West Bengal,Murshidabad,General,,2026
68,Kandi,10,Ashis Das,Independent,579,0,579,0.29,14,14,West Bengal,Murshidabad,General,,2026
68,Kandi,11,Gokul Hazra,Independent,393,1,394,0.2,14,14,West Bengal,Murshidabad,General,,2026
68,Kandi,12,Rajkumar Mondal,Independent,872,1,873,0.44,14,14,West Bengal,Murshidabad,General,,2026
68,Kandi,13,Syed Azizur Hossain (Nashim),Independent,1623,0,1623,0.81,14,14,West Bengal,Murshidabad,General,,2026
68,Kandi,14,Nota,None of the Above,2918,14,2932,1.47,14,14,West Bengal,Murshidabad,General,,2026
69,Bharatpur,1,Ajay Rano,Bahujan Samaj Party,893,3,896,0.42,14,14,West Bengal,Murshidabad,General,,2026
69,Bharatpur,2,Anamika Ghosh,Bharatiya Janata Party,59690,427,60117,28.04,14,14,West Bengal,Murshidabad,General,,2026
69,Bharatpur,3,Azheruddin Md (Sizar),Indian National Congress,51106,215,51321,23.93,14,14,West Bengal,Murshidabad,General,Left–Congress alliance,2026
69,Bharatpur,4,Mustafijur Rahaman (Suman),All India Trinamool Congress,90392,478,90870,42.38,14,14,West Bengal,Murshidabad,General,,2026
69,Bharatpur,5,Jinnatun Nahar Gulsan Begam,Communist Party of India (Marxist-Leninist) (Liberation),1060,7,1067,0.5,14,14,West Bengal,Murshidabad,General,,2026
69,Bharatpur,6,Nowfal Md Safiulla ( Albert),Revolutionary Socialist Party,3588,16,3604,1.68,14,14,West Bengal,Murshidabad,General,Left–Congress alliance,2026
69,Bharatpur,7,Badan Ghosh,Amra Bangalee,522,2,524,0.24,14,14,West Bengal,Murshidabad,General,,2026
69,Bharatpur,8,Anowar Hossain Molla,Independent,2203,1,2204,1.03,14,14,West Bengal,Murshidabad,General,,2026
69,Bharatpur,9,Abu Kowsar Malek Ismile,Independent,936,0,936,0.44,14,14,West Bengal,Murshidabad,General,,2026
69,Bharatpur,10,Vivekananda Ghosh,Independent,1264,1,1265,0.59,14,14,West Bengal,Murshidabad,General,,2026
69,Bharatpur,11,Nota,None of the Above,1615,5,1620,0.76,14,14,West Bengal,Murshidabad,General,,2026
70,Rejinagar,1,Ataur Rahaman,All India Trinamool Congress,41429,289,41718,17.43,15,15,West Bengal,Murshidabad,General,,2026
70,Rejinagar,2,Jillu Sk,Indian National Congress,4050,51,4101,1.71,15,15,West Bengal,Murshidabad,General,Left–Congress alliance,2026
70,Rejinagar,3,Bapan Ghosh,Bharatiya Janata Party,64092,568,64660,27.02,15,15,West Bengal,Murshidabad,General,,2026
70,Rejinagar,4,Ajarul Mollick,Magadh Congress of India,708,1,709,0.3,15,15,West Bengal,Murshidabad,General,,2026
70,Rejinagar,5,Tushar Kanti Chatterjee,West Bengal Socialist Party,743,5,748,0.31,15,15,West Bengal,Murshidabad,General,,2026
70,Rejinagar,6,Babar Ali,Socialist Unity Centre Of India (COMMUNIST),1484,6,1490,0.62,15,15,West Bengal,Murshidabad,General,,2026
70,Rejinagar,7,Humayun Kabir,Aam Janata Unnayan party,123266,270,123536,51.62,15,15,West Bengal,Murshidabad,General,,2026
70,Rejinagar,8,Humayun Kabir,Independent,699,0,699,0.29,15,15,West Bengal,Murshidabad,General,,2026
70,Rejinagar,9,Nota,None of the Above,1623,11,1634,0.68,15,15,West Bengal,Murshidabad,General,,2026
71,Beldanga,1,Bharat Kumar Jhawar,Bharatiya Janata Party,72020,852,72872,31.88,16,16,West Bengal,Murshidabad,General,,2026
71,Beldanga,2,Md Saharuddin Sk,Indian National Congress,39741,221,39962,17.48,16,16,West Bengal,Murshidabad,General,Left–Congress alliance,2026
71,Beldanga,3,Md Ismail,Bahujan Samaj Party,982,1,983,0.43,16,16,West Bengal,Murshidabad,General,,2026
71,Beldanga,4,Rabiul Alam Chowdhury,All India Trinamool Congress,59265,399,59664,26.1,16,16,West Bengal,Murshidabad,General,,2026
71,Beldanga,5,Rajesh Ghosh,Revolutionary Socialist Party,2818,41,2859,1.25,16,16,West Bengal,Murshidabad,General,Left–Congress alliance,2026
71,Beldanga,6,Lockman Hakim,Socialist Unity Centre Of India (COMMUNIST),3072,3,3075,1.35,16,16,West Bengal,Murshidabad,General,,2026
71,Beldanga,7,Shoaib Ahmed,Aam Janata Unnayan party,46676,33,46709,20.43,16,16,West Bengal,Murshidabad,General,,2026
71,Beldanga,8,Md Safiur Rahman Biswas,Independent,685,3,688,0.3,16,16,West Bengal,Murshidabad,General,,2026
71,Beldanga,9,Nota,None of the Above,1765,14,1779,0.78,16,16,West Bengal,Murshidabad,General,,2026
72,Baharampur,1,Adhir Ranjan Chowdhury,Indian National Congress,72438,1102,73540,32.79,17,17,West Bengal,Murshidabad,General,Left–Congress alliance,2026
72,Baharampur,2,Naru Gopal Mukherjee,All India Trinamool Congress,49116,470,49586,22.11,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,3,Santosh Biswas,Bahujan Samaj Party,762,4,766,0.34,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,4,Subrata Maitra (Kanchan),Bharatiya Janata Party,89359,1729,91088,40.62,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,5,Abul Kasem Sk,Communist Party of India (Marxist-Leninist) (Liberation),673,6,679,0.3,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,6,Dilip Das,Socialist Unity Centre Of India (COMMUNIST),578,6,584,0.26,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,7,Mamata Bibi,Justice and Development Party,152,0,152,0.07,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,8,Rajib Chatterjee,Bhartiya Lokmat Rashtrawadi Party,168,1,169,0.08,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,9,Sukbor Molla,Aam Janata Unnayan party,4204,3,4207,1.88,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,10,Utpal Kundu,Independent,265,0,265,0.12,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,11,Paritosh Kundu,Independent,490,3,493,0.22,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,12,Riki Maitra,Independent,487,0,487,0.22,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,13,Sahabuddin Mallik,Independent,892,1,893,0.4,17,17,West Bengal,Murshidabad,General,,2026
72,Baharampur,14,Nota,None of the Above,1333,26,1359,0.61,17,17,West Bengal,Murshidabad,General,,2026
73,Hariharpara,1,Zamir Molla,Communist Party of India (Marxist),29973,82,30055,12.77,22,22,West Bengal,Murshidabad,General,Left–Congress alliance,2026
73,Hariharpara,2,Tanmoy Biswas,Bharatiya Janata Party,31909,148,32057,13.62,22,22,West Bengal,Murshidabad,General,,2026
73,Hariharpara,3,Niamot Sheikh,All India Trinamool Congress,80007,331,80338,34.14,22,22,West Bengal,Murshidabad,General,,2026
73,Hariharpara,4,Mousumi Begum,Indian National Congress,13040,36,13076,5.56,22,22,West Bengal,Murshidabad,General,Left–Congress alliance,2026
73,Hariharpara,5,Abu Syeed Khandoker,Socialist Unity Centre Of India (COMMUNIST),3610,14,3624,1.54,22,22,West Bengal,Murshidabad,General,,2026
73,Hariharpara,6,Bijoy Sekh,Aam Janata Unnayan party,67629,44,67673,28.76,22,22,West Bengal,Murshidabad,General,,2026
73,Hariharpara,7,Riyajul Islam Khan,Indian Union Muslim League,2725,0,2725,1.16,22,22,West Bengal,Murshidabad,General,,2026
73,Hariharpara,8,Krishna Prosad Biswas,Independent,811,2,813,0.35,22,22,West Bengal,Murshidabad,General,,2026
73,Hariharpara,9,Bijoy Mondal,Independent,968,1,969,0.41,22,22,West Bengal,Murshidabad,General,,2026
73,Hariharpara,10,Mousumi Khatun,Independent,1960,0,1960,0.83,22,22,West Bengal,Murshidabad,General,,2026
73,Hariharpara,11,Rafikul Islam,Independent,706,0,706,0.3,22,22,West Bengal,Murshidabad,General,,2026
73,Hariharpara,12,Nota,None of the Above,1295,5,1300,0.55,22,22,West Bengal,Murshidabad,General,,2026
74,Nowda,1,Matiur Rahaman,Indian National Congress,15886,123,16009,7.22,21,21,West Bengal,Murshidabad,General,Left–Congress alliance,2026
74,Nowda,2,Rana Mandal,Bharatiya Janata Party,58224,296,58520,26.41,21,21,West Bengal,Murshidabad,General,,2026
74,Nowda,3,Sahina Momtaz Khan,All India Trinamool Congress,51599,268,51867,23.41,21,21,West Bengal,Murshidabad,General,,2026
74,Nowda,4,Abdus Salam,Socialist Unity Centre Of India (COMMUNIST),2047,8,2055,0.93,21,21,West Bengal,Murshidabad,General,,2026
74,Nowda,5,Suraj Sk,Bhartiya Lokmat Rashtrawadi Party,971,0,971,0.44,21,21,West Bengal,Murshidabad,General,,2026
74,Nowda,6,Habibur Rahaman Mondal(Sohel),Revolutionary Socialist Party,1781,19,1800,0.81,21,21,West Bengal,Murshidabad,General,Left–Congress alliance,2026
74,Nowda,7,Humayun Kabir,Aam Janata Unnayan party,86389,74,86463,39.02,21,21,West Bengal,Murshidabad,General,,2026
74,Nowda,8,Motiur Rahaman Munshi,Independent,624,1,625,0.28,21,21,West Bengal,Murshidabad,General,,2026
74,Nowda,9,Ramij Raja Biswas,Independent,867,0,867,0.39,21,21,West Bengal,Murshidabad,General,,2026
74,Nowda,10,Humayun Kabir Sekh,Independent,1303,2,1305,0.59,21,21,West Bengal,Murshidabad,General,,2026
74,Nowda,11,Nota,None of the Above,1113,5,1118,0.5,21,21,West Bengal,Murshidabad,General,,2026
75,Domkal,1,Nandadulal Pal,Bharatiya Janata Party,13064,116,13180,5.11,18,18,West Bengal,Murshidabad,General,,2026
75,Domkal,2,Begam Sahanaj,Indian National Congress,30381,72,30453,11.81,18,18,West Bengal,Murshidabad,General,Left–Congress alliance,2026
75,Domkal,3,Md. Mostafijur Rahaman,Communist Party of India (Marxist),107575,307,107882,41.85,18,18,West Bengal,Murshidabad,General,Left–Congress alliance,2026
75,Domkal,4,Humayun Kabir,All India Trinamool Congress,91343,243,91586,35.53,18,18,West Bengal,Murshidabad,General,,2026
75,Domkal,5,Ayesha Siddiqua,Socialist Unity Centre Of India (COMMUNIST),1190,1,1191,0.46,18,18,West Bengal,Murshidabad,General,,2026
75,Domkal,6,Kalu Mondal,Magadh Congress of India,483,0,483,0.19,18,18,West Bengal,Murshidabad,General,,2026
75,Domkal,7,Md. Mosharaf Hossain,Aam Janata Unnayan party,7388,4,7392,2.87,18,18,West Bengal,Murshidabad,General,,2026
75,Domkal,8,Md Salauddin,Indian National League,471,4,475,0.18,18,18,West Bengal,Murshidabad,General,,2026
